id,spoken_words
8595,"In closing, you people must realize that the public owns you for life. And when you're dead, you'll all be in commercials, dancing with vacuum cleaners. Thank you, Your Honor."
8596,"Well, I'll always have my crank calls. Hello, old lady from ""Titanic""? You stink!"
8597,"All righty, I'll just-- You stinkin' g--"
8598,"But with college behind us, we'll need careers. And good ones."
8599,"Slow down, fellas. I've got a way we can keep our legs, and still have a bright future."
8600,"Oh, am I?"
8601,It's the job of tomorrow... today!
8602,"Well, that settles it. For all those reasons and more, let us choose an electrifying career in... Line."
8603,Nuclear power.
8604,"Pretty good, huh?"
8605,"Well, there were script problems from day one."
8606,"That was the problem. The important thing is, after all these years of paying my dues, I'm finally getting some decent parts."
8607,"I didn't choose to be a gifted actor, Marge. It chose me. I'm merely a vessel through which genius flows. Now help me make up some phony credits."
8608,Good. Good.
8609,"You know... I have no idea. Hey, Dad. What does the ""J"" stand for?"
8610,But I can't ask Mom. She's on the run from the law.
8611,No! Homer Simpson does not lie twice on the same form. He never has and he never will.
8612,"Yeah, but they were all part of a single ball of lies. The point is, I'm a grown man, and I deserve a middle name."
8613,Great. I'll go shoot myself for bringing this up.
8614,"Wow, look at this place. There's a pond for skinny dippin', a tire for skinny swingin'... I can actually feel the good vibrations."
8615,Oww... ch.
8616,You went to Woodstock?
8617,"Lather, rinse, and repeat. Always repeat."
8618,"Wow, I could have lived like that?"
8619,"Ohh, my mother painted that for me?"
8620,"Oh, my God! My middle name is right behind that shrub. I'll finally know what ""J"" stands for! From this moment forth, I will be known as Homer...Jay Simpson. It's so beautiful. What a magical gift for my mother to leave me."
8621,I'll treasure this poncho forever.
8622,"My head full of long, luxurious, hippie hair. I'll do it!"
8623,"I'm gonna be a hippie, just like Mom wanted. I'm gonna let my spirit soar and love all of God's creatures!"
8624,"Get off, you stupid dog!"
8625,"Okay, if I'm gonna be a real hippie, I have to learn from the master, Mr. Bob ""flower child"" Hope."
8626,Bummer... love-in... Dean Rusk... By George I've got it!
8627,"Your potato? You can't like own a potato, man. It's one of Mother Earth's creatures."
8628,"No way, narc. Bodily functions are a natural thing."
8629,"Why do you have to turn everything into one big plastic hassle? Marge, you've got too many hang-ups. Like the whole shaving trip. C'mon, I want to see those legs all furry and gross."
8630,"Well, at least lose the bra. Free the ""Springfield Two,"" Marge! Free the ""Springfield Two!"""
8631,"C'mon, Maude. The human wang is a beautiful thing."
8632,"Okay, okay. Narc."
8633,Heads up!
8634,Right on.
8635,"That was cool. Think I'll stick around. We've got everything we need right here. Good times, sunshine, free love..."
8636,Work!? But you're hippies!
8637,What is this place?
8638,"Profits, profits, profits! What kinda hippies are you? Peter Fonda must be spinning in his grave."
8639,"Oh, yeah? When's the last time you freaked out the establishment? You guys are total sellouts."
8640,"Look, we can sit here all day and play the blame game, or we can start freaking people out. C'mon, where's your freak bus?"
8641,A Saturn?
8642,Fine. I guess the juice business is more important than the ideals our hippie forefathers refused to go to war and die for.
8643,Now your freak flag's flying! Let the freak-out begin! Woo hoo!
8644,Ohh... we're never gonna freak anybody out with this music. I brought something from my personal stash that'll blow some minds.
8645,"Hey square, expand your mind! The doors of perception are open for business."
8646,"Never fear, the cosmic fool is here to blow the lid off your conformist, button-down world!"
8647,"Hi, Marge. We're freaking out squares!"
8648,"What's in your brand new bag, mama?"
8649,Marge. Not in front of the hippies.
8650,Hear ye! Hear ye! The intergalactic jester proclaims this conformity factory closed!
8651,Woo hoo!
8652,"No, no, no. Marge was definitely freaked out."
8653,"Uh. Pretty, uh, freaky, huh?"
8654,I'm sensing some negative vibes here. But I promise tomorrow's freak-out will go a lot smoother.
8655,"Yes, b-b-but the poncho..."
8656,B-b-but the poncho...
8657,Uh-oh.
8658,"Aww, it was sweet of those guys to blame an oaf, but really it was my fault. I just don't have the discipline to be a hippie."
8659,Perhaps in time.
8660,"Aww, you're just saying that."
8661,"Well, I do walk through pretty much anything... Ohh, you kids are sweet."
8662,That's it! Somehow!
8663,"Sleep gentle hippies, sleep. Let old Homer Jay set things right."
8664,"Good morning, Starshine. Seth."
8665,"I picked 'em, juiced 'em, and delivered 'em to every store in town. Your business is saved!"
8666,Heh. That's what I thought at first. But then I found the other garden behind the barn -- the one with the camouflage netting.
8667,"Well, now the whole town can benefit from their nutrients!"
8668,"Not so fast, Pig! We're making a stand. A freaky stand! You can smash this drug barn all you want, but first you'll have to smash our heads open like ripe melons!"
8669,"Seth, Munchie, they can destroy our bodies and our ponchos, but they can never silence our song of protest. ""UPTOWN GIRL / SHE'S BEEN LIVING IN HER WHITE-BREAD WORLD..."" Come on, guys... UPTOWN GIRL..."
8670,"Look at yourselves, pointing guns at your fellow man."
8671,"Hatred is a cage that keeps us from soaring free. Yes, the sixties may be dead and gone, and its spirit long since extinguished, but its ideals live on."
8672,Freedom...
8673,Love...
8674,And peace.
8675,Can't you just prune some of the leaves so I can watch TV?
8676,That's no fun.
8677,Don't make me come up there!
8678,Woo hoo!
8679,"Hang in there, son. I'm taking us out for our traditional Sunday brunch."
8680,"He zinged you, Marge."
8681,Brunch is served!
8682,"Why? We're following the rules -- if it has a toothpick in it, it's free."
8683,"Cherry Garcia... Honey Bono... Desmond Tutti Fruitti... Lisa, help Daddy find some normal flavors."
8684,"Nooo, nothing made of dead guys. What's in the back?"
8685,Hurry up. My hands are getting cold.
8686,Sherbet Hoover?
8687,Ooooh.
8688,"Hmmm, eight dollars a pound... times say, oh, five pounds... is, ummm... let's see, how many pounds in a gallon? Oh, I can't afford that."
8689,Unless...
8690,"I tell ya, I'm a financial genius. I buy an eight-dollar lobster, fatten it into an eighty-dollar lobster, and eat the profits."
8691,I'm way ahead of you.
8692,Hold on. I'm still fine-tuning.
8693,Uh-oh.
8694,Perfect.
8695,No problem. I picked some up at the store.
8696,Nothing's too good for my one and only.
8697,"Eat, eat! You're nothing but skin and bones."
8698,"Okay, together, we weigh three hundred pounds. According to my driver's license, I weigh 140 pounds."
8699,"That means that you weigh... One hundred and sixty pounds! Oh-ho-ho, you're doin' great!"
8700,"Good news, my delicious friend! You're going to be a free-range lobster."
8701,"C'mon, boy, dig in. They'll give you a big, strong thorax."
8702,"Aw, look at him cower, just like the boy. I can't stay mad at such a helpless little mammal."
8703,"Oh, I'm gonna get you for that, you little scamp!"
8704,"Take that, Pinchy."
8705,"Well, I guess this is it, ol' pal. This is your big day."
8706,Uh...
8707,Okay...
8708,"But Marge, look at the little guy!"
8709,"Feel that, Marge? He likes you!"
8710,And now for the main course...
8711,Steamed Maine cabbages!
8712,We're not eating Mr. Pinchy. He's part of the family now.
8713,"Pinchy, I made you some risotto."
8714,"What's your problem, Veggie? You don't even eat lobster."
8715,"Aren't you proud of your big sister, Mr. Pinchy? Hmm? Hmm?"
8716,That's my girl!
8717,"Relax, boy, we're not gonna cook you. Enjoy your day at the beach! Ooh, look."
8718,Here's a little playmate for you.
8719,"Hey, you don't have to take that from no punk-ass crab. What's wrong with you?"
8720,Wooo!!
8721,"Sorry, Marge. Pinchy got all dirty in the yard chasing birds. But don't worry. I put him in a nice hot bath."
8722,Yeah... Pinchy?... Pinchy?!... Oh... Pinchy!!!
8723,"Oh, man, that's good. Pass the butter."
8724,"Uh-huh. Pinchy would have wanted it this way. My dear, sweet Pinchy. No more pain where you are now, boy."
8725,"Oh God, that's tasty. I wish Pinchy were here to enjoy this. Ohhh, Pinchy!"
8726,"Hey, I'm trying to drive here!"
8727,Uh-oh. Tape must have fallen off.
8728,"There, problem solved."
8729,"Relax, she just needs a little lovin'."
8730,"Come on, come on, come on. Start, damn you. Start!"
8731,Two hours? Why'd they build this ghost town so far away?
8732,"It's because they're stupid, that's why. That's why everybody does everything."
8733,Three minutes?
8734,Do we have to listen to you?
8735,I'm done.
8736,"Hey robot, get your fat, metal ass down here!"
8737,"Let's see. One, two, three... six whiskeys!"
8738,Duh.
8739,"What the heck is this, a tea party? Somebody kill somebody!"
8740,"But it's funny, Marge. The guy's sick."
8741,"Oh, we've gotta get home. I don't wanna miss, ""Inside the Actor's Studio."" Tonight it's F. Murray Abraham."
8742,F. Murray Abraham.
8743,Can't stop now. We're making great time.
8744,"What are you, an animal?"
8745,"Whoever keeps saying ""please stop"" back there, better quit it."
8746,"Wow, get a load of that toilet."
8747,"We're almost home, Dad. Only a couple more times over the horizon."
8748,You just sit back and relax. I'm not gonna let anything happen to my old dad.
8749,"Yep, that's what happens when you get older. It's one of those natural things. Beautiful in its way."
8750,"Excuse me, doctor. I think I know a little something about medicine..."
8751,So... you're saying I don't need a new muffler?
8752,"Oh, I blame myself for this."
8753,"C'mon, Doc. There's gotta be something I can do to help my dad."
8754,"A kidney? Okay, fine."
8755,"I said ""fine."" What is it about the word ""sure"" you don't understand?"
8756,"Pork chops, sloppy joes, hot dogs, and pork chops?"
8757,"Well now that's what I always thought, but somehow..."
8758,"""Apes-A-Poppin'!"" Oooh, the airline version!"
8759,Nothing's too good for me.
8760,"Ahhh. I'm the luckiest man in the world, now that Lou Gehrig's dead."
8761,"It's not an operation, Moe. The doctor says it's just a procedure."
8762,Really? You think it's dangerous?
8763,Procedure. Deadly procedure.
8764,Now you're just tryin' to scare me.
8765,But I don't want that.
8766,"Yeah, I guess."
8767,"Well, actually I-- Hey! Quit harvesting me with your eyes!"
8768,"Marge, I've been thinking. What if, instead of donating one of my old, worn-out kidneys, I gave Grampa that artificial kidney I invented?"
8769,"But I don't want them cutting up my soft, supple body. Why didn't somebody tell me what I was volunteering for? This is everybody's fault but mine."
8770,"Is that the same Jack from ""Jack and the Beanstalk""?"
8771,"And Jack Sprat? Is that him, too?"
8772,Is he the same as Jack be nimble? And Jack Frost? And little Jack Horner?
8773,All gone!
8774,I owe Dad so much. Those bedtime stories began my lifelong love affair with the printed word.
8775,"You're right, Marge. I'll do it. But if I die during the operation, will you do one thing for me?"
8776,Blow up the hospital.
8777,That's my girl.
8778,Liability waiver?
8779,"Yeah, but all these skulls and crossbones on here... I don't usually sign stuff like that."
8780,Oh.
8781,"I love you, Dad."
8782,I'm not worthy to live among civilized people.
8783,Even those guys look too civilized for me.
8784,I could live at sea! The sea forgives all. Not like those mean old mountains. I hate them so much.
8785,Hmmm... the sea won't stand for this.
8786,"Uh, excuse me, I'm fleeing in shame and I'd like to look my best."
8787,"Um, can I be a mate on your ship? Preferably First Mate."
8788,"Oh, I like taffy, but I don't deserve taffy."
8789,A tramp steamer! That's perfect!
8790,"Oh, I'd like to apply for a job. Any job. If you don't have a captain, I could be that."
8791,I've been on that one. The taffy shop.
8792,"The name on the back says ""Honeybunch."""
8793,"Well, actually, you did..."
8794,"Say, who are you guys?"
8795,"H-Heyy, let me off this thing."
8796,Whew.
8797,Forget what?
8798,"Well, back on land, my name was Homer Simpson. And I guess it is here, too. I promised my Dad one of my kidneys, but I chickened out at the last minute and left him on his deathbed."
8799,"Well, yeah, I know..."
8800,That's the last time I trust the strangest people on earth.
8801,Even the sea won't forgive me.
8802,"Oh, I wish I had that kind of relationship with my father... or my kids. Well, I guess it's up to me to take the first step."
8803,"All right, this is it. No more living in shame. I'm going to show my family the kind of man I really am."
8804,"All right, I'm gonna..."
8805,"No you're not, Dad."
8806,"I'm sorry, Dad. The way I behaved was shameful. I guess fear made me run away. But love made me come back."
8807,"Boy, that..."
8808,Ow!
8809,"I'm sorry I ran off again. Oh, I guess Dad must be dead by now. When I get better, and after I've built those shelves for the kitchen, we'll visit his grave..."
8810,It's a miracle! You recovered!
8811,What? What? Hey!
8812,You butchers! Give it back! Gimme that! Gim--
8813,"Don't you dance out that door you... I'll get my kidney back, old man! You have to sleep sometime!"
8814,"Yeah, I guess you're right. Gimme a hug."
8815,I don't need two kidneys. I have everything I need right here...
8816,Hmmm...
8817,"Yesss, tickling."
8818,"Well, I'd rather get a message than see another lousy commercial."
8819,"Well, beats work."
8820,Are you sure this is the sci-fi convention? It's full of nerds.
8821,Nooooooooooo!
8822,You stupid nerds! He's trying to save you money on long distance!
8823,Neeerrrds!
8824,Get out of there!
8825,"Mr. Hamill, Mr. Mayor, come on!"
8826,Homer Simpson -- nerd buster. And I'm gettin' you out of here!
8827,Never!
8828,Follow me.
8829,"Oh, how was I supposed to know it's not a real spaceship?"
8830,Forget Maggie! She's gone!
8831,"Well, it's all-- Hey, I thought you twisted your ankle."
8832,Woo hoo!
8833,"I said, ""woo hoo."""
8834,Even during Ramadan?
8835,Wha?
8836,Nooo!
8837,Clear!
8838,The pig is in the poke.
8839,"Look out, Marge! Cat!"
8840,Hold it! What's your clearance?
8841,Access denied.
8842,They'll be fine in half an hour.
8843,"Hmm, still half an hour till dinner. Oh, well..."
8844,"It's a real honor to be guarding your body, sir."
8845,Semi-imported. Keep 'em comin'.
8846,"... And after Moe's, we went to Krustyburger and the mayor got some more change, and I ordered a double double, but they gave me the double double double double. And then Apu gave the Mayor lots of change for..."
8847,"Oh, honey, don't be so naive. That's how the world works. Sure, the mayor takes a few bribes, but he also makes the trains run on time."
8848,"So, how'd you get the nickname ""Legs""?"
8849,"Oooh, mini-cannoli!"
8850,Hey! I called that! I saw it first! Come back here!
8851,Milking room? I hope you cows are decent.
8852,Oh! Crap on a crutch!
8853,They're milking rats! Milk-ing rats!
8854,"Bart, no!"
8855,"Oh, get that away from me!"
8856,"Kids, I don't want you drinking any more milk. Ever."
8857,Go nuts.
8858,You... monster! How could you do that to the children?!
8859,"And to think, I respected you! And defended you! You wouldn't even be alive if it wasn't for me!"
8860,"Okay, we'll call it even."
8861,"Oh my God, I killed the mayor. All right, stay calm. I'll just use the body to stage an elaborate farce, à la ""Weekend at Bernie's,"" and..."
8862,His corpse is climbing the building!
8863,A-- Wait a second. I'm not saving you unless you promise to get that rats' milk out of the schools.
8864,"You're forgetting, you've got the best bodyguard in the business. Now promise, or I'll let you fall to your death."
8865,Shake on it?
8866,"Relax, you're in good hands. Now come on, I'll pull you up."
8867,"Ooh, the Mafia guy's all mad. Oh, what are you gonna do? Call your Godfather? Huh? Ooh, Godfather. Break it down!"
8868,"Oh, don't worry about that, boy. He's already out on bail. Well, I'm off to work."
8869,"It's my duty, Marge. Besides, those mobsters don't scare me. Bart, would you go start Daddy's car?"
8870,What? There's nothing to worry about.
8871,"All right, fine. I'll take a cab."
8872,"Oh, I get it. You're worried about those mobsters, aren't ya?"
8873,"You've gotta snap out of this funk, Mayor. I'm gonna take you someplace where you can relax and forget all about gangsters."
8874,"Uh, excuse me..."
8875,Do you have a table for the mayor?
8876,Why do you talk that way?
8877,"Okay, Mr. Burns, Fat Tony, what's-his-name... Fat Tony?!"
8878,"All right, Fat Tony. If it's trouble with Quimby you're after--"
8879,"Mayor, Fat Tony asked me to give you this--"
8880,Oh no. Wait... maybe I didn't do it right.
8881,Nooooooooo!!!
8882,Potatoes are clean. The poison must be in the steak.
8883,"Yesss! Nobody messes with the mayor when Homer Simpson's on -- Aw, crap."
8884,"That guy with the knife sure can dance, huh?"
8885,"I think I saw him in ""Rent,"" or ""Stomp,"" or ""Clomp,"" or some piece of crap."
8886,Look out!
8887,Gimme that knife!
8888,The force?!
8889,Oh.
8890,"Oh, Fat Tony."
8891,"Ohh, I'd say you were luminous, magnetic, incandescent."
8892,Really? Would you say I was magnetic?
8893,Aww...
8894,Get out of the way you--
8895,"Oh, I can explain that. You see..."
8896,"Don Rickles zinged you, Marge."
8897,"Eat my dust, dust!"
8898,"Aaah, what's the rush? Might rain next week."
8899,Really? You think I should get it washed?
8900,"Hey, that's great."
8901,Wuss rock?
8902,"Ten dollars?! What is this, a car wash for millionaires?"
8903,Hey! How did Churchy La Femme get half price?
8904,Senior citizen? Flanders?
8905,"Well, we'll see about that."
8906,"I wouldn't do that, Reverend. You see, ""Saint Flanders"" is as crooked as you or me!"
8907,"That's right, it's my sad duty to rat out this man for defrauding a car wash. How, you ask? With a phony senior discount card!"
8908,Did you or did you not use a senior citizen discount card at said car wash?
8909,Now I'm not a fancy big-city lawyer...
8910,But it seems to me that a senior citizen has to be over 55. Isn't that so?
8911,And you are how old?
8912,You mean that one with the red paint?
8913,"Geez, Flanders. You're 60 years old, and you haven't lived a day in your life."
8914,"All right, Bart!"
8915,Fire in the hole!
8916,"Okay, no more gasoline."
8917,Full power!
8918,"You got that right. Throw on the mesquite, Bart!"
8919,"Well, well, well. So flawless Flanders needs help from stinky-pants Simpson."
8920,"Welly, welly, welly... Mr. Clean wants to hang with Dirty Dingus Magee."
8921,"Wellity, wellity, wellity..."
8922,Let's do it.
8923,"Eh, the Missus will clean that up."
8924,"First of all, I get five dollars a day plus expenses."
8925,"And I'll need your signature... here, here, aaannnnd... initial here."
8926,Well that's unfortunate. It really is.
8927,Congratulations! Welcome to the Homer Simpson Program.
8928,"One day soon I will come for you, and then the game will begin. Could be in the middle of the night. It could be when you least expect it. Or whatever's good for you. I don't care."
8929,Gimme that!
8930,That's your problem. You're living up here.
8931,You gotta live down here.
8932,"In the impulse zone. If you want to be like me, you gotta make snap decisions. Like this."
8933,We're going to break the bank at the Monty Burns Casino!
8934,You mean Lisa?
8935,"Oh yeah, right."
8936,Then we're goin' to Las Vegas! Which is actually back in that direction.
8937,"""Nobody's goin' to take my Ned / I'll teach him to have fu-un / Ooh, he's a Flanders machine..."""
8938,"Relax, I called her from the gas station."
8939,Sucker.
8940,I don't think so.
8941,I think you'll find escape is quite impossible.
8942,Hey! Lance Murdock!
8943,"He's a daredevil, Ned. He laughs at death."
8944,"Ooh, ooh, ooh, pick him! Pick him!"
8945,"Fine, I'll do it. Where do you want me?"
8946,"Yeah, yeah, yeah, I'll figure it out. This isn't rocket science."
8947,Bo-ring.
8948,"Hey Flanders, Don't spill my beer!"
8949,"Okey-doke, let's hit the tables."
8950,"Oh, I think someone just had his first taste of blood loss."
8951,"Let's see... what's Marge's birthday? Barney is July fifteenth, same as Lassie's, so Marge's must be... fifty... oh, forget it. Flanders, what's your birthday?"
8952,"Seven, eh?"
8953,"Way to go, Flanders. The Bible's finally pulling its weight. Got any more holy numbers?"
8954,One betting disk please. Watch and learn.
8955,"Well, there you go. Now how 'bout a drink?"
8956,"Oh, that. That can be treated with our good friend alcohol. You might want to write that down. Where the hell's your notebook?"
8957,"Oh, never mind. Just pay attention."
8958,"Slave girl? Oh, slave girl?"
8959,Whuh?
8960,"Oh, yeah. Two more of these, please."
8961,"And for you, Ned?"
8962,Welcome to my world.
8963,The what now?
8964,"Well, of course a-- Who are you?"
8965,"Hey, smooth move, Flanders!"
8966,Eeech.
8967,"Okay... okay... okay... okay... okay... okay... okay. Okay, you're saying that Ned and me married you two?"
8968,"Ned, no! Think of your wives!"
8969,"Wait a minute. This could be some kind of scam -- or possibly, scam-ola. We would remember if we got married."
8970,"Ahh, precious memories."
8971,What did you call me?
8972,"Sure. Sock it to me, baby."
8973,We are so dead.
8974,"Ladies, we want to do the honorable thing. So breakfast is on us, with full waffle-bar privileges. But first, I'm afraid we have some bad news. The waffle bar is closed. I'm sorry. I'm so very--"
8975,"But Ginger, honey, I am not the catch I appear to be."
8976,"Are you sure? Oh, rats. No offense, Sweetie."
8977,"Geez, I've never seen anyone so whipped so fast."
8978,"I don't know, Flanders, having two wives could have its advantages."
8979,"Chop, chop, dig, dig. Chop, chop, dig, dig. Chop, chop, dig, dig..."
8980,"I hear digging, but I don't hear chopping."
8981,"Ooh, a friendly bee."
8982,Ow!
8983,"Ow, that sting hurt so much. We gotta get outta this, Ned."
8984,"Blame me if you must, but don't ever speak ill of the program. The program is rock solid. The program is sound."
8985,"Oh, those awful women want their omelettes."
8986,Ginger throws Ned a kiss.
8987,A lion!
8988,The Moody Blues!
8989,What if we switched wives? Would that help?
8990,Hel-lo. Our ticket to freedom.
8991,"So long, su--"
8992,"But Amber, I can change!"
8993,"All right, let's get our stories straight for Marge and Maude. We were out buying them fabulous gifts..."
8994,"Because we love them, Jackass."
8995,"Anyhoo, we came out of Walmart, when suddenly one hundred spaceships..."
8996,"You're right, you're right. Fifty spaceships, beamed us aboard. They gang-probed you, while I discovered an invention that blew their heads up and saved America."
8997,Would you rather tell Maude the truth?
8998,"Well, I only saw them from the back, 'cause they were so busy gang probing you."
8999,"Hello, little birdie."
9000,Ah!! Cover your eyes!
9001,Boooo!
9002,"Oh, stupid Isotopes. Hurry up and lose so we can get out of here!"
9003,"Because, I loved them once and they broke my heart. Let that be a lesson to you, sweetie: never love anything."
9004,Especially me.
9005,I'm going to warm up the car.
9006,And it sucked!
9007,"""HITLER IS A JERK, MUSSOLINI..."""
9008,NOW IT DOESN'T WORK.
9009,"So, who won? The losers?"
9010,Losers.
9011,"You'll be in your cold, cold grave before that ever happens."
9012,What's the hubub? Did Moe finally blow his brains out?
9013,Shut it off. They're losers.
9014,Championship?
9015,Wooooo! 'Topes ruuuule!
9016,"Oh, it's a great team, Kent... never gave up hope... I want to thank Jesus... and say hi to my special lady Marge... We did it, baby! Wooooo! Woooooo!"
9017,They lost? Those losers!
9018,Woo! Not over! Wooooo!
9019,Woo! Rumaki!
9020,Isotoooopes! Wooo!
9021,"Hey, a baseball field! Batter up!"
9022,Touchdown!
9023,Safe!
9024,Whoop! Careful.
9025,Last night?
9026,"Hello, big Maggie."
9027,Serves you little punks right. Maybe next time you'll think befo--
9028,"Oh, my God! Look what those rotten kids did to my car!"
9029,"That was cold-blooded, Marge."
9030,"Well, if kids are so innocent, why is everything bad named after them? Acting childish. Kidnapping. Child abuse..."
9031,"Not until you're older, son."
9032,"Kids, the carnival's in town for one night only! And they've got cotton candy and hats with feathers and there's no lines because all the stupid kids have curfew! So-- Oh, right. Sorry."
9033,"Marge, kite."
9034,"So, Marge, ready for another episode of ""Don't Go There""?"
9035,"Okay, whatever takes my mind off my life."
9036,"Well, turn something on. I'm starting to think."
9037,Bo-ring. Go back to that infamy guy.
9038,I have a problem.
9039,"Well, at least they've already done me."
9040,"Oh, I hope they don't reveal this is a comb-over."
9041,"Speak for yourself! Bart, get down here! I'm gonna spank you back to the Stone Age!"
9042,Perfect.
9043,YEAH! / YOU'RE ONLY HERE 'CAUSE MARGE FORGOT HER PILL.
9044,Oh yeah? What can you old people do to us?
9045,Pfft. It wouldn't have made a difference.
9046,"Wow, a Val-U-Qual coupon book!"
9047,Let's see. Ten percent off carpet cleaning. Ten! Two pizzas for the price of one at Doughy's.
9048,"Yeah, but there's two!"
9049,"Oh, Marge. That's just a trick to get you in there so they can cure your foot pain."
9050,"See ya, kids. Me and my Val-U-Qual book are gonna paint the town red... with savings! I'll start with a couple of pizzas, then a complimentary tango lesson and I'll cap it off with a smooth, refreshing colonic."
9051,Do you like piña colonics / And getting caught in the rain...
9052,Passing out in the ocean...
9053,"Now this wheel balancing is free, right?"
9054,They won't?
9055,No.
9056,Really?
9057,"Oh, please, can't you let me slide this time?"
9058,"No! Wait! This is all my fault! Oh, if I could only turn back the clock and buy four new tires..."
9059,Six with the tip.
9060,Stem lube. Even I didn't fall for that... Although winter is coming...
9061,"Hey, I know you. We were in the same pyramid scheme."
9062,Yeah. I'm gettin' tired of them pointing and laughing at us.
9063,Football's so great.
9064,Me? Nah. Unless there's a coupon for it. Nah.
9065,Homer Simpson at the Super Bowl?
9066,Me?!
9067,Sorry.
9068,"It's a deal. Hey, Moe. Wanna come with me and Wally to the Super Bowl?"
9069,"Yeah, they're good. But I wouldn't count out the... Denver Broncos ."
9070,"C'mon, Lenny. I just need four more guys to fill my Super Bowl bus. Whaddaya say?"
9071,C'mon!...
9072,C'mon!
9073,"Oh, c'mon!..."
9074,"Yes! Now that Lenny's in, Carl will fall like a domino."
9075,"Yeah, yeah. Do we have any pencils that work?"
9076,"Yeah, it's a good group."
9077,"Aw, thank God! Now we can stop holding it in."
9078,"What is it, Rudy?"
9079,"Hey, Troy Aikman!"
9080,"'Scuse me, comin' through. Friends of Dan Marino."
9081,"Okay, Dan. Fire away."
9082,Woo hoo! Homer Simpson with the pick!
9083,"Uh-oh. Lateral, to Bart!"
9084,My spine.
9085,"Scalping tickets to the Super Bowl. Have you no shame, sir? I should give you a royal caning."
9086,"Aw, get lost, ya bloodsucking parasite. Wally and I have all the tickets we need."
9087,Stop eating our tickets!
9088,"Yes, if by ""crestfallen"" you mean ""kill us."" Listen, let me talk to them. Maybe I can smooth this over."
9089,My friends...
9090,"Please, my friends... Ow! All right, I'll get you into to the game!"
9091,"Excuse me, Uh, Mr. Scalper, sir. Have I told you that I love you?"
9092,"Okay, Moe. I believe you had me by the throat. Reverend Lovejoy was working the body..."
9093,"Gentlemen, I have an idea."
9094,Run!
9095,Woo hoo!
9096,We can still make the kickoff!
9097,Let us outta here!
9098,"Oh, we're never gonna get out of... Psst, cleaning lady. Would you let us out of here?"
9099,I didn't ask for your life story. Just give me the key.
9100,"Man, that's gonna be some show."
9101,Football!
9102,You guys are following me? I was following Flanders.
9103,In a minute.
9104,"Hey, it's the beer copter!"
9105,"Hit the road, Gramps. This is a private sky box."
9106,The game! We're so close!
9107,"Follow me, boys. We're finally going to the Sup... Ow!"
9108,Y'ello...
9109,"Hey, howyadoin'?"
9110,"Well, it's about time."
9111,"Ow! Oh! All right, Lovejoy! You're gonna get it."
9112,But this might be my last chance to win one.
9113,"Wally, I'd be lying if I said I hadn't."
9114,What one?
9115,Door?
9116,Phone?
9117,"Dog, cat?"
9118,"Oh, I can't wait. Look, Marge, I had a scorecard printed up at that all-night scorecard place."
9119,You're thinking of all the other years. This year's shows are classics.
9120,"There's ""The Laughter Family."" That's animated. Networks like animation 'cause they don't have to pay the actors squat."
9121,"Gee... I never thought I'd say this about a TV show, but this is kinda stupid. Hey, ""PoliceCops."" That sounds like a lethal combination."
9122,Isn't bad? Tell me one thing mankind's ever done that's any better.
9123,This is better.
9124,He's named like my name!
9125,Wow. They've captured my personality perfectly. Did you see the way Daddy caught that bullet?
9126,"Don't confuse Daddy, Lisa."
9127,"Y'ello... yes, this is the original Homer Simpson. Who's this?... The Debbie Pinson who was the homecoming queen at high school?... Yes, I'm still available."
9128,"Marge, that was Debbie Pinson. DEB-BIE PIN-SON."
9129,Local Man Has Same Name. A TV character has the same name as Springfield resident Homer Simpson.
9130,And that's the end of that chapter.
9131,All right. And what's the name?
9132,Take it or leave it... Carl.
9133,"Mmm, who knows? Maybe I'll have to foil an assassination, or stop a peace conference."
9134,Yup. Right down to the scarf.
9135,"Hey, what's going on? That guy's not Homer Simpson. He's fat and stupid."
9136,"No, no, he can't be. I know, maybe he's just acting stupid to infiltrate a gang of international idiots. Yeah, that's gotta be it."
9137,Shutup! I'm not your clown! Don't diminish me!
9138,"Gentlemen, I bid you--"
9139,Who-o-oa! Who-o-oa! Who-o-oa!
9140,I can't understand what happened. Why did they change Homer Simpson's character from cool to stupid?
9141,That does it! There's only one thing I can do.
9142,I wish I hadn't bought a hundred of these.
9143,"Well, I'm sorry to disappoint you gentlemen, but you seem to have me confused with a character in a fictional show. Now if you'll excuse me, my fondue is just about..."
9144,"People are laughing at me, Marge. Let's get outta here. Forget the baby's medicine."
9145,"Fine. I'll be in the car, driving home."
9146,"Uh-oh, Spaghetti-O's."
9147,"C'mon, people. Enough is enough."
9148,Okay.
9149,"The whole town's laughin' at me. Even that cat out there. Bart, kill that cat!"
9150,And that big yellow flower.
9151,"Hmmmm, I guess I could... But while I'm gone, keep an eye on that weird-looking kid down there."
9152,"Yeah. ""Bart."""
9153,"Uh, so, I just want to know how come you made your Homer Simpson character so..."
9154,It better have.
9155,Who's Jeremy Piven?
9156,PoliceCops.
9157,"Yeah, but why does the Homer Simpson character have to be so stupid?"
9158,I'm begging you. I'm a human being. Let me have my dignity back.
9159,"Your honor, I'd like to sue the producers of ""PoliceCops"" for twenty million dollars for improper use of my name."
9160,Then I'd like to legally change my name.
9161,Any of these will be fine.
9162,"Dynamic, isn't it?"
9163,"That's the way Max Power is, Marge. Decisive, uncompromising, and rude."
9164,"Yes, briefly."
9165,"Oh honey, they have acids that can burn that off."
